Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,Last Reboot,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Kubernetes Admission Control Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,Kubernetes Cluster ID,Kubernetes Server Git Version,Kubernetes Server Version,RFM,Linux Sensor Mode,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
VISTA-W0084,2023-09-11T14:53:11Z,2023-07-10T15:08:43Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-21T11:50:14Z,,,"General-Prevention-Windows-Workstation
10 Jul 23 15:11 UTC","General-Response-Windows
10 Jul 23 15:11 UTC","General-Sensor-Windows
29 Aug 23 14:51 UTC",No policy,No policy,a335de9deb674d54bf4c43436c3cf06f,10.10.10.210,10.0.11.178,10.0.11.1,170.80.237.109,,00-ff-78-de-4e-59,8c-47-be-17-42-cf,normal,526060,41LGB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W3678,2023-08-30T18:44:30Z,2021-12-09T18:37:30Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3208,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-30T18:44:28Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:41 UTC","General-Response-Windows
20 Dec 21 23:55 UTC","General-Sensor-Windows
30 Aug 23 14:47 UTC",No policy,No policy,5ff4e4f6bda64e76804367434357f78f,10.10.251.118,10.10.251.118,10.10.251.1,177.190.196.142,,f4-ee-08-a9-e3-0d,f4-ee-08-a9-e3-0d,normal,526017,3MGRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
VISTA-W0108,2023-09-11T14:43:20Z,2023-08-09T19:12:12Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-06T13:34:20Z,,,"General-Prevention-Windows-Workstation
09 Aug 23 19:12 UTC","General-Response-Windows
09 Aug 23 19:12 UTC","General-Sensor-Windows
29 Aug 23 19:19 UTC",No policy,No policy,eed73e2a91f24ff3bc2b5cc2025e3873,192.168.0.9,192.168.0.9,192.168.0.1,177.36.186.250,,00-d7-6d-2a-af-53,00-d7-6d-2a-af-53,normal,526017,BDGRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M1021,2023-08-31T16:50:28Z,2022-10-20T21:41:57Z,Mac,Ventura (13),22G74,,22.6.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
10 Jul 23 19:05 UTC","General-Response-Mac
20 Oct 22 21:43 UTC","General-Sensor-Mac
10 Jul 23 19:37 UTC",No policy,No policy,94f0f08f52ea4893ba83960fdc00a4e2,192.168.0.119,,,187.72.41.41,,3c-22-fb-17-82-ff,,normal,591594,C02C80VDMD6P,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-CWB-W0258,2023-09-11T14:52:51Z,2022-12-15T18:42:19Z,Windows,Windows 10,19045,Windows 10 Home Single Language,10.0.19045.3324,Inspiron 5566,Dell Inc.,Workstation,Laptop,2023-09-05T13:33:05Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:24 UTC","General-Response-Windows
15 Dec 22 19:01 UTC","General-Sensor-Windows
29 Aug 23 14:31 UTC",No policy,No policy,8dd46571e58c4aada565be791cbc01c8,10.111.100.122,10.111.100.122,10.111.100.1,200.170.190.57,,84-7b-eb-fd-f9-d4,84-7b-eb-fd-f9-d4,normal,526057,C6QKCK2,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6239,2023-09-11T14:51:55Z,2023-03-17T19:02:26Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-28T12:10:42Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:22 UTC","General-Response-Windows
17 Mar 23 19:06 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,9cd894369d334de19aceb1b336b3f9ba,10.10.140.52,10.10.140.52,10.10.140.1,187.72.41.41,,00-d7-6d-5f-b2-34,00-d7-6d-5f-b2-34,normal,526017,73KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W3642,2023-09-11T15:00:00Z,2022-12-26T18:06:22Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-18T11:38:51Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:24 UTC","General-Response-Windows
26 Dec 22 18:07 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,3f1065190c0148b0907e861b34162b43,192.168.0.87,192.168.0.86,192.168.0.1,191.177.52.6,,00-d7-6d-25-9e-69,c0-25-a5-6f-7c-79,normal,526017,48GRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6238,2023-09-11T14:51:24Z,2023-04-18T19:46:17Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-06T23:02:36Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:25 UTC","General-Response-Windows
18 Apr 23 19:47 UTC","General-Sensor-Windows
08 Sep 23 11:43 UTC",No policy,No policy,3b73aa055d984561a3eb2d053ae3ca7c,192.168.1.106,192.168.1.106,192.168.1.1,45.236.249.88,,00-d7-6d-5f-ae-10,00-d7-6d-5f-ae-10,normal,526017,63KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W,2023-08-15T21:57:53Z,2023-08-15T21:57:53Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.963,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-15T20:01:01Z,,,"General-Prevention-Windows-Workstation
15 Aug 23 21:59 UTC","General-Response-Windows
15 Aug 23 21:59 UTC","General-Sensor-Windows
Changes pending",No policy,No policy,e1df1cfd5e6f475882cbd7d1a290441f,10.111.110.32,10.111.110.32,10.111.110.1,200.170.190.57,,70-cf-49-e5-6b-e5,70-cf-49-e5-6b-e5,normal,526060,6XVF4F3,6.47.16104.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W1140,2023-09-03T01:39:53Z,2023-02-03T18:18:01Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1848,Aspire A515-54,Acer,Workstation,Laptop,2023-08-30T19:57:44Z,,,"General-Prevention-Windows-Workstation
29 Jun 23 01:58 UTC","General-Response-Windows
03 Feb 23 18:24 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,9c4ea847bb154e3fb24c99837cffa8f2,192.168.0.55,192.168.0.55,192.168.0.1,189.101.90.95,,5c-e4-2a-88-37-5e,5c-e4-2a-88-37-5e,normal,526060,NXHQMAL013201015B49Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3756,2023-08-02T20:25:08Z,2023-08-02T20:25:07Z,Mac,Monterey (12),21C52,,21.2.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
Changes pending","General-Sensor-Mac
Changes pending",No policy,No policy,eb65481b566743f2bfcadaa443cb50fa,,,,177.190.196.142,,,,normal,591594,C02G9917MD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-W6380,2023-09-11T14:53:55Z,2023-04-26T20:41:17Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-01T16:23:53Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:23 UTC","General-Response-Windows
26 Apr 23 20:44 UTC","General-Sensor-Windows
29 Aug 23 15:10 UTC",No policy,No policy,4b705b0a058a4282989eccd9d510d60b,192.168.1.11,192.168.1.11,192.168.1.1,189.40.84.205,,00-d7-6d-5f-ad-52,00-d7-6d-5f-ad-52,normal,526017,DZJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W2227,2023-09-06T21:08:16Z,2023-06-20T13:45:12Z,Windows,Windows 10,"1,90E+04",Windows 10 Pro,10.0.19045.3324,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-28T12:14:18Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:34 UTC","General-Response-Windows
20 Jun 23 13:48 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,771afe78ccbe417081134d7b42562472,192.168.15.46,192.168.15.46,192.168.15.1,177.9.134.136,,70-cf-49-e5-69-97,70-cf-49-e5-69-97,normal,526060,BWVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-SPW-3366,2023-09-11T14:29:21Z,2021-09-30T15:07:01Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-11T11:40:25Z,,,"General-Prevention-Windows-Workstation
24 Jul 23 11:52 UTC","General-Response-Windows
08 May 23 12:07 UTC","General-Sensor-Windows
29 Aug 23 14:35 UTC",No policy,No policy,27b4e307e3554925b8346badee4e21f1,192.168.0.105,192.168.0.105,192.168.0.1,45.178.210.104,,00-d7-6d-12-de-55,00-d7-6d-12-de-55,normal,526017,HTBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W3030,2023-09-11T11:52:39Z,2023-07-14T14:43:39Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-02T10:55:35Z,,,"General-Prevention-Windows-Workstation
14 Jul 23 14:44 UTC","General-Response-Windows
14 Jul 23 14:44 UTC","General-Sensor-Windows
29 Aug 23 17:18 UTC",No policy,No policy,84133ad9aee747a7b2b2320327b91c30,10.111.100.217,10.111.100.217,10.111.100.1,200.170.190.57,,34-73-5a-e1-9f-b3,34-73-5a-e1-9f-b3,normal,526060,2003XF3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6491,2023-09-05T20:56:20Z,2023-05-18T15:24:31Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-01T12:50:24Z,,,"General-Prevention-Windows-Workstation
06 Jul 23 12:11 UTC","General-Response-Windows
18 May 23 15:25 UTC","General-Sensor-Windows
29 Aug 23 15:27 UTC",No policy,No policy,f5f0d6963d4b4e70acb04d3ee6ac5447,10.10.140.23,10.10.140.23,10.10.140.1,187.74.245.231,,00-d7-6d-63-7a-90,00-d7-6d-63-7a-90,normal,526017,469VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6189,2023-08-08T18:41:45Z,2023-04-18T19:46:54Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3208,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-08T17:33:59Z,,,"General-Prevention-Windows-Workstation
06 Jul 23 12:38 UTC","General-Response-Windows
18 Apr 23 19:48 UTC","General-Sensor-Windows
14 Jul 23 16:08 UTC",No policy,No policy,63c0b6fdf3bb4aaea92ce1cd64ef6223,10.10.50.216,10.10.50.216,10.10.50.1,187.72.41.41,,00-d7-6d-62-7a-96,00-d7-6d-62-7a-96,normal,526017,1TJXPP3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Windows
CP-W3047,2023-08-21T18:08:12Z,2023-08-07T18:46:44Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-18T18:25:35Z,,,"General-Prevention-Windows-Workstation
07 Aug 23 18:48 UTC","General-Response-Windows
07 Aug 23 18:48 UTC","General-Sensor-Windows
18 Aug 23 15:24 UTC",No policy,No policy,2f7510bcba8b4d7baf7fd3512b28d5f2,10.111.110.247,10.111.110.247,10.111.110.1,200.170.190.57,,00-d7-6d-00-64-78,00-d7-6d-00-64-78,normal,526060,3103XF3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3766,2023-08-28T20:19:59Z,2023-08-28T20:19:58Z,Mac,Monterey (12),21C52,,21.2.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
Changes pending","General-Sensor-Mac
Changes pending",No policy,No policy,2c93e93afaec4e599be6f67629627f73,,,,187.72.41.41,,,,normal,591594,C02G98VGMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-W6576,2023-09-11T14:55:07Z,2023-04-12T18:26:58Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-25T18:36:14Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:34 UTC","General-Response-Windows
12 Apr 23 18:27 UTC","General-Sensor-Windows
29 Aug 23 14:36 UTC",No policy,No policy,8ee4266fe11c41aa81652cbe838e730d,192.168.19.115,192.168.19.115,192.168.19.15,191.5.227.148,,00-d7-6d-60-e6-4a,00-d7-6d-60-e6-4a,normal,526017,G8KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W1212,2023-09-11T14:41:33Z,2023-03-21T21:04:40Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1702,Aspire 515-54,Acer,Workstation,Laptop,2023-09-08T11:14:54Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:34 UTC","General-Response-Windows
29 Mar 23 14:20 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,ab92a36d99b3484186e7914e93ecd32a,10.111.140.68,10.111.140.68,10.111.140.1,177.1.49.206,,a4-63-a1-6c-d4-49,a4-63-a1-6c-d4-49,normal,526060,NXHQMAL00B118032D89Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M2544,2023-09-11T14:48:32Z,2023-07-06T14:55:10Z,Mac,Monterey (12),21C52,,21.2.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
10 Jul 23 19:02 UTC","General-Response-Mac
06 Jul 23 14:56 UTC","General-Sensor-Mac
06 Jul 23 14:58 UTC",No policy,No policy,3971c3e6e86e42b3b0cf9266a9d275f7,10.10.10.138,,,201.47.222.216,,,,normal,591594,C02CQ2T5MD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-W3397,2023-09-11T14:27:14Z,2022-06-01T14:01:41Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-04T15:21:47Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 16:00 UTC","General-Response-Windows
01 Jun 22 14:02 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,c5b5654029f14bae83990fe5fa3d590f,192.168.0.138,192.168.0.138,192.168.0.1,189.62.148.87,,00-d7-6d-12-d0-b8,00-d7-6d-12-d0-b8,normal,526017,GWBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-JVL-W1278,2023-09-11T14:41:33Z,2022-11-30T15:01:23Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-09-11T12:23:45Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:34 UTC","General-Response-Windows
30 Nov 22 18:39 UTC","General-Sensor-Windows
29 Aug 23 16:52 UTC",No policy,No policy,1cc14c2e19bf4661a84c6c3c7b238a90,10.111.140.122,10.111.140.122,10.111.140.1,200.170.190.57,,f4-46-37-a4-00-97,f4-46-37-a4-00-97,normal,526060,NXHQMAL00T14400A839Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W2339,2023-07-28T13:48:00Z,2023-07-28T12:44:33Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1265,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-07-28T12:54:03Z,,,"General-Prevention-Windows-Workstation
28 Jul 23 12:45 UTC","General-Response-Windows
28 Jul 23 12:45 UTC","General-Sensor-Windows
28 Jul 23 12:45 UTC",No policy,No policy,0f76bef8b9ea42c0a047f58a92c0a9b3,10.10.251.102,10.10.251.102,10.10.50.1,187.72.41.41,,8c-47-be-25-92-ec,8c-47-be-25-92-ec,normal,526060,JZKGB93,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Windows
CP-CWB-W1166,2023-09-11T14:23:16Z,2023-05-05T15:41:05Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-11T12:01:35Z,,,"General-Prevention-Windows-Workstation
13 Jul 23 20:58 UTC","General-Response-Windows
05 May 23 15:41 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,1fa3b03a17e94ea79040b9680e45533a,10.111.140.42,10.111.140.42,10.111.140.1,200.170.190.57,,5c-e4-2a-89-2f-ec,5c-e4-2a-89-2f-ec,normal,526060,NXHQMAL013203035EB9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W0647,2023-08-23T12:50:41Z,2022-12-15T18:34:23Z,Windows,Windows 11,22621,Windows 11 Home Single Language,10.0.22621.2134,Aspire A515-55,Acer,Workstation,Laptop,2023-08-22T18:35:20Z,,,"General-Prevention-Windows-Workstation
06 Jul 23 11:08 UTC","General-Response-Windows
15 Dec 22 19:19 UTC","General-Sensor-Windows
06 Jul 23 18:02 UTC",No policy,No policy,bd57cf55c318420783d57f142fbd1905,10.111.100.43,10.111.100.43,10.111.100.1,200.170.190.57,,70-69-79-a4-d1-75,70-69-79-a4-d1-75,normal,460517,NXA7LAL007112026409Z00,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3655,2023-08-08T18:26:23Z,2023-08-08T18:26:22Z,Mac,Monterey (12),21G115,,21.6.2000,"MacBookPro18,1",Apple Inc.,Workstation,Invalid Chassis Type,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
08 Aug 23 18:27 UTC","General-Sensor-Mac
08 Aug 23 18:27 UTC",No policy,No policy,10bf227de42243e1994df1cdcfa9648e,,,,177.190.196.142,,,,normal,4294967295,QRWKXH67KX,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-CWB-W0926,2023-08-28T19:43:51Z,2023-08-28T19:43:51Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.2965,Aspire A515-54,Acer,Workstation,Laptop,2023-07-07T11:11:11Z,,,"General-Prevention-Windows-Workstation
28 Aug 23 19:46 UTC","General-Response-Windows
28 Aug 23 19:46 UTC","General-Sensor-Windows
28 Aug 23 19:46 UTC",No policy,No policy,e81370ad38da4e5da357f50f9a4a6fdc,10.111.140.41,10.111.140.41,10.111.140.1,,,a4-63-a1-6c-e6-27,a4-63-a1-6c-e6-27,normal,526060,NXHQMAL00B118037389Z00,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
VISTA-L0028,2023-08-16T12:36:45Z,2023-06-16T02:01:02Z,Linux,Ubuntu 22.04,,,6.2.0-26-generic,Aspire A515-54,Acer,Server,Laptop,,,,"General-Prevention-Linux
04 Jul 23 19:44 UTC","General-Response-Linux
16 Jun 23 02:09 UTC","General-Sensor-Linux
04 Aug 23 03:05 UTC",No policy,No policy,c3bf7997844043f890024b07af7e7c29,192.168.10.48,10.10.10.3,,163.116.224.119,,a4-63-a1-71-14-cd,70-69-79-af-44-27,normal,526060,NXHQMAL00912501A129Z00,6.41.13804.0,FalconGroupingTags/remover-maquina,,,,,,,,yes,,,,,,,,,,,,,,,CS-GRP-BR-Linux
LOFT-SPW-3119,2023-09-11T14:54:24Z,2021-10-29T19:51:06Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-06T17:15:42Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:36 UTC","General-Response-Windows
14 Feb 23 04:47 UTC","General-Sensor-Windows
29 Aug 23 14:54 UTC",No policy,No policy,939768e57013426292cd1b804a9a8b01,192.168.15.3,192.168.15.3,192.168.15.1,191.9.48.235,,00-d7-6d-12-c0-78,00-d7-6d-12-c0-78,normal,526017,GMBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3131,2023-09-11T14:43:34Z,2023-07-10T08:31:52Z,Mac,Monterey (12),21G403,,21.6.2000,"MacBookPro18,1",Apple Inc.,Workstation,Invalid Chassis Type,,,,"General-Prevention-Mac
10 Jul 23 19:03 UTC","General-Response-Mac
10 Jul 23 08:32 UTC","General-Sensor-Mac
10 Jul 23 08:38 UTC",No policy,No policy,5485f5ca59654d49a9626aad178834e7,10.10.10.131,,,213.189.167.9,,bc-d0-74-3d-36-cf,,normal,4294967295,D4090R4MKX,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-CWB-W0958,2023-09-11T14:55:14Z,2022-11-30T15:04:41Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-24T11:44:37Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:33 UTC","General-Response-Windows
27 Dec 22 21:00 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,9f0a301424014876b4690aec94a4897b,10.220.100.14,192.168.0.100,192.168.0.1,138.94.169.84,,00-09-0f-aa-00-01,d8-f3-bc-6d-c9-99,normal,526060,NXHQMAL00T138028519Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-W3300,2023-09-11T14:42:32Z,2022-12-22T20:49:26Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-31T12:42:31Z,,,"General-Prevention-Windows-Workstation
29 Jun 23 10:50 UTC","General-Response-Windows
22 Dec 22 20:51 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,9a63ac767e9b4d3493352342bcf8ee21,10.111.100.59,10.111.100.59,10.111.100.1,200.170.190.57,,c0-25-a5-2a-87-9b,c0-25-a5-2a-87-9b,normal,526017,FPBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W1188,2023-09-11T14:35:03Z,2022-12-15T18:41:43Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1992,Aspire A515-54,Acer,Workstation,Laptop,2023-07-25T03:39:46Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:33 UTC","General-Response-Windows
15 Dec 22 19:01 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,eebe5afbe2e141178764b20bd2b95ee8,10.111.100.136,10.111.100.136,10.111.100.1,200.170.190.57,,70-69-79-a1-ce-c6,70-69-79-a1-ce-c6,normal,526060,NXHQMAL00X13803E6A9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-SPW-3360,2023-08-20T10:22:55Z,2021-11-24T21:52:06Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3208,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-20T10:22:58Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:35 UTC","General-Response-Windows
24 Nov 21 21:54 UTC","General-Sensor-Windows
06 Jul 23 18:02 UTC",No policy,No policy,02b99343401043918508369353b79554,192.168.15.99,192.168.15.99,192.168.15.1,187.113.124.38,,00-d7-6d-12-de-7d,00-d7-6d-12-de-7d,normal,526017,9TBPSH3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Windows
